filename,hash,size,valid_opcodes_count,opcode_ratio,unique_opcodes,tia_accesses,riot_accesses,riot_timer_accesses,riot_io_accesses,branch_count,jump_count,composite_score
NAMEGAME.BIN,36306070,4096,2948,0.7197265625,104,170,1,1,0,300,94,0.7339316406249999
Octopus.bin,36306070,4096,2948,0.7197265625,104,170,1,1,0,300,94,0.7339316406249999
NAMEGAME.BIN,36306070,4096,2948,0.7197265625,104,170,1,1,0,300,94,0.7339316406249999
Octopus.bin,36306070,4096,2948,0.7197265625,104,170,1,1,0,300,94,0.7339316406249999
testcart.bin,f0631c66,4096,2910,0.71044921875,94,135,15,15,0,167,603,0.7328623046875
testcart.bin,f0631c66,4096,2910,0.71044921875,94,135,15,15,0,167,603,0.7328623046875
qb215PAL.bin,9281eccd,4096,3075,0.750732421875,114,139,4,4,0,299,155,0.7316831054687499
qb215PAL.bin,9281eccd,4096,3075,0.750732421875,114,139,4,4,0,299,155,0.7316831054687499
Bowling (32 in 1) (PAL).bin,f69bb58b,2048,1580,0.771484375,106,90,30,29,1,192,37,0.72937109375
Bowling (32 in 1) (PAL).bin,f69bb58b,2048,1580,0.771484375,106,90,30,29,1,192,37,0.72937109375
Cosmic Swarm (4k Version).bin,9dec0be1,4096,2938,0.71728515625,102,176,0,0,0,362,92,0.7293212890624999
Cosmic Swarm (4k Version).bin,9dec0be1,4096,2938,0.71728515625,102,176,0,0,0,362,92,0.7293212890624999
Bowling (1).bin,c9b7afad,2048,1580,0.771484375,105,90,30,29,1,192,36,0.7268710937499999
Bowling (1).bin,c9b7afad,2048,1580,0.771484375,105,90,30,29,1,192,36,0.7268710937499999
qb215STELLA.bin,34e37eaf,4096,3049,0.744384765625,118,137,4,4,0,297,156,0.7260961914062499
qb215STELLA.bin,34e37eaf,4096,3049,0.744384765625,118,137,4,4,0,297,156,0.7260961914062499
qb215NTSC.bin,ac53b83e,4096,3047,0.743896484375,118,137,4,4,0,297,156,0.7259741210937499
qb215NTSC.bin,ac53b83e,4096,3047,0.743896484375,118,137,4,4,0,297,156,0.7259741210937499
Crypts of Chaos.bin,384f5fbf,4096,2962,0.72314453125,82,119,14,14,0,365,77,0.7247861328124999
Crypts of Chaos.bin,384f5fbf,4096,2962,0.72314453125,82,119,14,14,0,365,77,0.7247861328124999
Bowling (2).bin,4a1a0509,2048,1578,0.7705078125,105,89,30,29,1,192,36,0.724626953125
Bowling (2).bin,4a1a0509,2048,1578,0.7705078125,105,89,30,29,1,192,36,0.724626953125
PlanetOfTheApes.bin,9efb4e1a,4096,3105,0.758056640625,88,115,13,7,6,321,72,0.7215141601562499
PlanetOfTheApes.bin,9efb4e1a,4096,3105,0.758056640625,88,115,13,7,6,321,72,0.7215141601562499
Time Race.bin,5db9e5bf,4096,3099,0.756591796875,113,109,16,15,1,324,60,0.7211479492187499
Time Race.bin,5db9e5bf,4096,3099,0.756591796875,113,109,16,15,1,324,60,0.7211479492187499
Polaris.bin,203049f4,8192,6159,0.7518310546875,103,41,85,68,17,522,443,0.7199577636718749
Polaris.bin,203049f4,8192,6159,0.7518310546875,103,41,85,68,17,522,443,0.7199577636718749
Mouse Trap.bin,5678ebaa,4096,3216,0.78515625,110,136,0,0,0,350,104,0.7182890624999999
Mouse Trap.bin,5678ebaa,4096,3216,0.78515625,110,136,0,0,0,350,104,0.7182890624999999
Video Time Machine.bin,93acd502,4096,2090,0.51025390625,96,95,71,66,5,133,40,0.7173134765624999
Video Time Machine.bin,93acd502,4096,2090,0.51025390625,96,95,71,66,5,133,40,0.7173134765624999
Dragster (1).bin,77057d9d,2048,1593,0.77783203125,106,117,22,19,3,149,35,0.7157080078125
Dragster (1).bin,77057d9d,2048,1593,0.77783203125,106,117,22,19,3,149,35,0.7157080078125
Boxing (1).bin,c3ef5c46,2048,1574,0.7685546875,110,92,25,15,10,186,45,0.715638671875
Boxing (1).bin,c3ef5c46,2048,1574,0.7685546875,110,92,25,15,10,186,45,0.715638671875
Boxing (32 in 1) (PAL).bin,2c45c3eb,2048,1583,0.77294921875,111,92,25,15,10,184,45,0.7152373046874999
Boxing (32 in 1) (PAL).bin,2c45c3eb,2048,1583,0.77294921875,111,92,25,15,10,184,45,0.7152373046874999
ASTRBLST.BIN,75169c08,4096,3206,0.78271484375,106,116,9,7,2,321,163,0.7136787109374999
Astroblast.bin,75169c08,4096,3206,0.78271484375,106,116,9,7,2,321,163,0.7136787109374999
ASTRBLST.BIN,75169c08,4096,3206,0.78271484375,106,116,9,7,2,321,163,0.7136787109374999
Astroblast.bin,75169c08,4096,3206,0.78271484375,106,116,9,7,2,321,163,0.7136787109374999
River Patrol.bin,31512cdf,8192,6196,0.75634765625,16,37,71,34,37,690,209,0.7130869140625
River Patrol.bin,31512cdf,8192,6196,0.75634765625,16,37,71,34,37,690,209,0.7130869140625
Super Breakout.bin,0ad9a358,4096,3222,0.78662109375,90,125,4,4,0,401,73,0.7126552734375
Super Breakout.bin,0ad9a358,4096,3222,0.78662109375,90,125,4,4,0,401,73,0.7126552734375
NGHTMARE.BIN,ed0ab909,4096,3035,0.740966796875,109,120,9,0,9,359,151,0.7112416992187499
Nightmare.bin,ed0ab909,4096,3035,0.740966796875,109,120,9,0,9,359,151,0.7112416992187499
Stntman.bin,ed0ab909,4096,3035,0.740966796875,109,120,9,0,9,359,151,0.7112416992187499
NGHTMARE.BIN,ed0ab909,4096,3035,0.740966796875,109,120,9,0,9,359,151,0.7112416992187499
Nightmare.bin,ed0ab909,4096,3035,0.740966796875,109,120,9,0,9,359,151,0.7112416992187499
Stntman.bin,ed0ab909,4096,3035,0.740966796875,109,120,9,0,9,359,151,0.7112416992187499
Venture.bin,3e899eba,4096,3008,0.734375,111,105,16,14,2,357,75,0.7075937499999999
Venture.bin,3e899eba,4096,3008,0.734375,111,105,16,14,2,357,75,0.7075937499999999
Wizard.bin,7b24bfe1,2048,1586,0.7744140625,102,103,14,8,6,218,56,0.7056035156249999
Wizard.bin,7b24bfe1,2048,1586,0.7744140625,102,103,14,8,6,218,56,0.7056035156249999
Eggomania.bin,42b2c3b4,4096,2967,0.724365234375,104,131,3,1,2,307,105,0.7050913085937499
Eggomania.bin,42b2c3b4,4096,2967,0.724365234375,104,131,3,1,2,307,105,0.7050913085937499
Fun with Numbers (32 in 1) (PAL).bin,d816fea5,2048,1618,0.7900390625,114,72,32,24,8,179,64,0.703759765625
Fun with Numbers (32 in 1) (PAL).bin,d816fea5,2048,1618,0.7900390625,114,72,32,24,8,179,64,0.703759765625
Fun With Numbers.bin,819aeeb9,2048,1617,0.78955078125,112,72,32,24,8,179,64,0.7036376953125
Fun With Numbers.bin,819aeeb9,2048,1617,0.78955078125,112,72,32,24,8,179,64,0.7036376953125
Brain Games (2).bin,cb962651,4096,3024,0.73828125,110,118,8,6,2,330,122,0.7025703125
Brain Games (2).bin,cb962651,4096,3024,0.73828125,110,118,8,6,2,330,122,0.7025703125
Infiltrate.bin,afe88aae,4096,3232,0.7890625,92,119,4,1,3,278,60,0.701265625
Infiltrate.bin,afe88aae,4096,3232,0.7890625,92,119,4,1,3,278,60,0.701265625
Space War (32 in 1) (PAL).bin,b702641d,2048,1523,0.74365234375,101,78,31,31,0,217,34,0.7009130859375
Space War (32 in 1) (PAL).bin,b702641d,2048,1523,0.74365234375,101,78,31,31,0,217,34,0.7009130859375
Space War.bin,a7ef44cc,2048,1523,0.74365234375,101,78,31,31,0,214,33,0.6984130859375001
Space War.bin,a7ef44cc,2048,1523,0.74365234375,101,78,31,31,0,214,33,0.6984130859375001
magicard.bin,cddabfd6,2048,1511,0.73779296875,130,59,42,39,3,170,87,0.6979482421875
magicard.bin,cddabfd6,2048,1511,0.73779296875,130,59,42,39,3,170,87,0.6979482421875
Football (1).bin,e549f117,2048,1490,0.7275390625,118,102,18,18,0,185,42,0.696634765625
Football (32 in 1) (PAL).bin,7608abdf,2048,1490,0.7275390625,119,102,18,18,0,185,42,0.696634765625
Football (1).bin,e549f117,2048,1490,0.7275390625,118,102,18,18,0,185,42,0.696634765625
Football (32 in 1) (PAL).bin,7608abdf,2048,1490,0.7275390625,119,102,18,18,0,185,42,0.696634765625
pressgge.bin,30997031,4096,2423,0.591552734375,84,107,44,34,10,99,32,0.6921381835937501
pressgge.bin,30997031,4096,2423,0.591552734375,84,107,44,34,10,99,32,0.6921381835937501
Squoosh.bin,22abbdcb,4096,3665,0.894775390625,94,106,20,17,3,128,32,0.69169384765625
Squoosh.bin,22abbdcb,4096,3665,0.894775390625,94,106,20,17,3,128,32,0.69169384765625
Armor Ambush.bin,a7b58493,4096,2988,0.7294921875,100,115,7,3,4,247,109,0.690373046875
Armor Ambush.bin,a7b58493,4096,2988,0.7294921875,100,115,7,3,4,247,109,0.690373046875
Tetris 2600.bin,b0e1ee07,2048,1409,0.68798828125,66,219,0,0,0,184,31,0.6874970703125
Tetris 2600.bin,b0e1ee07,2048,1409,0.68798828125,66,219,0,0,0,184,31,0.6874970703125
Espial.bin,f7a138ee,8192,5970,0.728759765625,33,27,68,61,7,444,193,0.68618994140625
Espial.bin,f7a138ee,8192,5970,0.728759765625,33,27,68,61,7,444,193,0.68618994140625
Skeet Shoot (1).bin,39c78d68,2048,1608,0.78515625,101,101,8,0,8,223,43,0.6802890625
Skeet Shoot (1).bin,39c78d68,2048,1608,0.78515625,101,101,8,0,8,223,43,0.6802890625
stunt.bin,c3bbc673,2048,1601,0.78173828125,101,96,29,20,9,157,23,0.6786845703125001
stunt.bin,c3bbc673,2048,1601,0.78173828125,101,96,29,20,9,157,23,0.6786845703125001
Frogger.bin,081e2c11,4096,3078,0.75146484375,116,115,1,1,0,359,103,0.6718662109375
Frogger.bin,081e2c11,4096,3078,0.75146484375,116,115,1,1,0,359,103,0.6718662109375
Checkers (Activision).bin,3f5a4360,2048,1618,0.7900390625,111,73,23,23,0,181,101,0.671259765625
Checkers (Activision).bin,3f5a4360,2048,1618,0.7900390625,111,73,23,23,0,181,101,0.671259765625
Checkers (32 in 1) (PAL).bin,bce93984,2048,1626,0.7939453125,111,73,23,23,0,179,101,0.6707363281250001
Checkers (32 in 1) (PAL).bin,bce93984,2048,1626,0.7939453125,111,73,23,23,0,179,101,0.6707363281250001
Video Chess.bin,f0b7db93,4096,3170,0.77392578125,113,90,10,10,0,454,114,0.6634814453125
Video Chess.bin,f0b7db93,4096,3170,0.77392578125,113,90,10,10,0,454,114,0.6634814453125
Sky Diver.bin,46c021a3,2048,1605,0.78369140625,110,106,10,7,3,156,39,0.6624228515625
Sky Diver.bin,46c021a3,2048,1605,0.78369140625,110,106,10,7,3,156,39,0.6624228515625
Sky Diver (32 in 1) (PAL).bin,3f75a5da,2048,1600,0.78125,107,105,10,7,3,160,38,0.6603125
Sky Diver (32 in 1) (PAL).bin,3f75a5da,2048,1600,0.78125,107,105,10,7,3,160,38,0.6603125
Space Jockey (32 in 1) (PAL).bin,6bb09bc9,2048,1564,0.763671875,116,100,9,8,1,177,40,0.6596679687499999
Space Jockey (32 in 1) (PAL).bin,6bb09bc9,2048,1564,0.763671875,116,100,9,8,1,177,40,0.6596679687499999
Combat (32 in 1) (PAL).bin,0ef64cdb,2048,1509,0.73681640625,102,87,17,16,1,176,52,0.6582041015625
Combat (32 in 1) (PAL).bin,0ef64cdb,2048,1509,0.73681640625,102,87,17,16,1,176,52,0.6582041015625
UnknownActivision1_NTSC.bin,ee681f56,4096,1778,0.43408203125,106,175,17,17,0,104,40,0.6545205078124999
UnknownActivision1_NTSC.bin,ee681f56,4096,1778,0.43408203125,106,175,17,17,0,104,40,0.6545205078124999
Polo.bin,ee28424a,2048,1577,0.77001953125,118,71,17,10,7,222,47,0.6525048828125
Polo.bin,ee28424a,2048,1577,0.77001953125,118,71,17,10,7,222,47,0.6525048828125
Outerspc.bin,e363e467,2048,1559,0.76123046875,111,59,27,17,10,203,34,0.6513076171875
Star Ship - Outer Space (1).bin,e363e467,2048,1559,0.76123046875,111,59,27,17,10,203,34,0.6513076171875
Outerspc.bin,e363e467,2048,1559,0.76123046875,111,59,27,17,10,203,34,0.6513076171875
Star Ship - Outer Space (1).bin,e363e467,2048,1559,0.76123046875,111,59,27,17,10,203,34,0.6513076171875
Space Jockey.bin,6f2aaffa,2048,1529,0.74658203125,110,99,7,7,0,181,41,0.6483955078125
Space Jockey.bin,6f2aaffa,2048,1529,0.74658203125,110,99,7,7,0,181,41,0.6483955078125
Othello (32 in 1) (PAL).bin,6468d744,2048,1555,0.75927734375,113,92,3,3,0,226,61,0.6358193359375
Othello (32 in 1) (PAL).bin,6468d744,2048,1555,0.75927734375,113,92,3,3,0,226,61,0.6358193359375
Outlaw (32 in 1) (PAL).bin,2e3728f3,2048,1586,0.7744140625,92,94,11,4,7,145,51,0.634353515625
Outlaw (32 in 1) (PAL).bin,2e3728f3,2048,1586,0.7744140625,92,94,11,4,7,145,51,0.634353515625
Blackjack (1).bin,0a981c03,2048,1550,0.7568359375,114,79,9,6,3,202,47,0.633208984375
Blackjack (1).bin,0a981c03,2048,1550,0.7568359375,114,79,9,6,3,202,47,0.633208984375
Blackjack (32 in 1) (PAL).bin,ff762720,2048,1549,0.75634765625,113,79,9,6,3,202,47,0.6330869140625
Blackjack (32 in 1) (PAL).bin,ff762720,2048,1549,0.75634765625,113,79,9,6,3,202,47,0.6330869140625
Skiing (32 in 1) (PAL).bin,367411b7,2048,1563,0.76318359375,109,85,5,3,2,200,46,0.6307958984375
Skiing (32 in 1) (PAL).bin,367411b7,2048,1563,0.76318359375,109,85,5,3,2,200,46,0.6307958984375
Flag Capture (32 in 1) (PAL).bin,f5445b52,2048,1627,0.79443359375,105,67,15,6,9,184,68,0.6306083984375
Flag Capture (32 in 1) (PAL).bin,f5445b52,2048,1627,0.79443359375,105,67,15,6,9,184,68,0.6306083984375
Flag Capture.bin,30512e0e,2048,1626,0.7939453125,105,67,15,6,9,184,67,0.630486328125
Flag Capture.bin,30512e0e,2048,1626,0.7939453125,105,67,15,6,9,184,67,0.630486328125
Skiing (1).bin,b76fbadc,2048,1556,0.759765625,109,85,5,3,2,202,46,0.62994140625
Skiing (1).bin,b76fbadc,2048,1556,0.759765625,109,85,5,3,2,202,46,0.62994140625
Slot Machine.bin,f90b5da1,2048,1646,0.8037109375,107,87,1,1,0,224,58,0.6289277343749999
Slot Machine.bin,f90b5da1,2048,1646,0.8037109375,107,87,1,1,0,224,58,0.6289277343749999
Slot Machine (32 in 1) (PAL).bin,75ea128b,2048,1641,0.80126953125,107,87,1,1,0,226,58,0.6283173828124999
Slot Machine (32 in 1) (PAL).bin,75ea128b,2048,1641,0.80126953125,107,87,1,1,0,226,58,0.6283173828124999
Basketball (32 in 1) (PAL).bin,1228c01c,2048,1594,0.7783203125,115,72,25,25,0,224,14,0.623580078125
Basketball (32 in 1) (PAL).bin,1228c01c,2048,1594,0.7783203125,115,72,25,25,0,224,14,0.623580078125
Golf (1).bin,2e663eaa,2048,1580,0.771484375,118,93,6,6,0,190,30,0.62037109375
Golf.bin,2e663eaa,2048,1580,0.771484375,118,93,6,6,0,190,30,0.62037109375
Golf (1).bin,2e663eaa,2048,1580,0.771484375,118,93,6,6,0,190,30,0.62037109375
Golf.bin,2e663eaa,2048,1580,0.771484375,118,93,6,6,0,190,30,0.62037109375
Golf (32 in 1) (PAL).bin,95351b46,2048,1579,0.77099609375,118,93,6,6,0,189,30,0.6194990234375
Golf (32 in 1) (PAL).bin,95351b46,2048,1579,0.77099609375,118,93,6,6,0,189,30,0.6194990234375
Surround (32 in 1) (PAL).bin,a60598ad,2048,1578,0.7705078125,102,89,2,1,1,179,63,0.612876953125
Surround (32 in 1) (PAL).bin,a60598ad,2048,1578,0.7705078125,102,89,2,1,1,179,63,0.612876953125
Hangman.bin,f16c709d,4096,2660,0.6494140625,102,99,0,0,0,226,91,0.610353515625
Hangman.bin,f16c709d,4096,2660,0.6494140625,102,99,0,0,0,226,91,0.610353515625
Breakout - Breakaway IV (1).bin,f34f08e5,2048,1548,0.755859375,108,88,2,2,0,179,58,0.60721484375
Breakout - Breakaway IV (1).bin,f34f08e5,2048,1548,0.755859375,108,88,2,2,0,179,58,0.60721484375
Cosmic Swarm (32 in 1) (PAL).bin,afe4eefc,2048,1469,0.71728515625,101,88,0,0,0,181,46,0.5910712890625
Cosmic Swarm.bin,e5f17b3e,2048,1469,0.71728515625,102,88,0,0,0,181,46,0.5910712890625
Cosmic Swarm (32 in 1) (PAL).bin,afe4eefc,2048,1469,0.71728515625,101,88,0,0,0,181,46,0.5910712890625
Cosmic Swarm.bin,e5f17b3e,2048,1469,0.71728515625,102,88,0,0,0,181,46,0.5910712890625
Brain Games (1).bin,1cca2197,2048,1512,0.73828125,110,59,4,3,1,165,61,0.5423203125
Brain Games (1).bin,1cca2197,2048,1512,0.73828125,110,59,4,3,1,165,61,0.5423203125
Concentration.bin,102672bb,2048,1528,0.74609375,110,69,2,2,0,175,23,0.5212734375
Game of Concentration.bin,102672bb,2048,1528,0.74609375,110,69,2,2,0,175,23,0.5212734375
Concentration.bin,102672bb,2048,1528,0.74609375,110,69,2,2,0,175,23,0.5212734375
Game of Concentration.bin,102672bb,2048,1528,0.74609375,110,69,2,2,0,175,23,0.5212734375
VenetianBlinds_NTSC.bin,d08fccfb,2048,557,0.27197265625,101,76,14,14,0,52,12,0.3449931640625
VenetianBlinds_NTSC.bin,d08fccfb,2048,557,0.27197265625,101,76,14,14,0,52,12,0.3449931640625
Test.bin,5c73693a,4096,94,0.02294921875,40,20,0,0,0,11,6,0.0689873046875
Test.bin,5c73693a,4096,94,0.02294921875,40,20,0,0,0,11,6,0.0689873046875
Colors Demo.bin,3f9431cc,4096,69,0.016845703125,29,18,3,3,0,8,1,0.06071142578125
Colors Demo.bin,3f9431cc,4096,69,0.016845703125,29,18,3,3,0,8,1,0.06071142578125
